Feature,Importance
20_day_ma,0.08442478
5_day_ma,0.069979966
MACD,0.06919188
Open,0.06721963
volume_change,0.06319267
daily_return,0.05962364
High,0.05889652
BB_upper,0.05806807
20_day_std,0.057046864
10_day_ma,0.05681796
RSI_14,0.056495547
volatility_10,0.053941924
Volume,0.05151394
BB_lower,0.05088029
Low,0.04885868
MACD_signal,0.047017727
Close,0.046829946
