Feature,Importance
Open,0.07984422
5_day_ma,0.06722935
Close,0.06624577
volatility_10,0.06449222
20_day_std,0.060557846
MACD,0.06042836
RSI_14,0.059314806
daily_return,0.059291814
10_day_ma,0.05810717
volume_change,0.05806692
BB_lower,0.057882775
Low,0.05758071
High,0.056297358
BB_upper,0.054175686
Volume,0.0503444
MACD_signal,0.048372667
20_day_ma,0.041767947
