Feature,Importance
20_day_ma,0.091512635
5_day_ma,0.08771407
Low,0.081072174
High,0.07249979
Close,0.0692761
Open,0.061900254
BB_lower,0.061413202
volume_change,0.054250713
20_day_std,0.052693944
Volume,0.052138116
daily_return,0.0489765
volatility_10,0.047993436
BB_upper,0.04768321
MACD_signal,0.045209095
RSI_14,0.04281365
10_day_ma,0.042807806
MACD,0.04004535
