Feature,Importance
volume_change,0.06725093
Volume,0.06394148
Close,0.06270975
Low,0.06196279
5_day_ma,0.06176652
20_day_std,0.06085138
MACD,0.060585175
10_day_ma,0.060575847
20_day_ma,0.059349567
High,0.05880618
BB_lower,0.05816324
MACD_signal,0.057471614
BB_upper,0.056826904
daily_return,0.054601334
volatility_10,0.053921256
RSI_14,0.053887006
Open,0.04732901
