Feature,Importance
High,0.074678026
volatility_10,0.06836635
5_day_ma,0.0638108
Volume,0.063472286
BB_lower,0.061932053
volume_change,0.060758293
daily_return,0.05890342
Low,0.058624204
20_day_std,0.055917945
Close,0.05546163
BB_upper,0.055214576
10_day_ma,0.055026952
MACD_signal,0.05490022
20_day_ma,0.05367121
RSI_14,0.053353354
MACD,0.052980278
Open,0.05292839
