Feature,Importance
BB_upper,0.06697541
BB_lower,0.06535252
10_day_ma,0.062273797
Low,0.06197129
20_day_ma,0.061714336
daily_return,0.06011289
High,0.059902467
Open,0.059486836
MACD_signal,0.058529157
volatility_10,0.05776303
RSI_14,0.057636652
20_day_std,0.056753077
MACD,0.05652522
Close,0.055391748
5_day_ma,0.053774048
volume_change,0.053762123
Volume,0.052075434
