Feature,Importance
RSI_14,0.07579072
High,0.06690012
BB_lower,0.0663801
Low,0.06591051
20_day_ma,0.063794
MACD_signal,0.06108838
volatility_10,0.060732126
Volume,0.05891859
volume_change,0.058432348
20_day_std,0.05770515
daily_return,0.056134854
5_day_ma,0.055806924
MACD,0.055394474
Close,0.0547856
BB_upper,0.05068599
Open,0.0481973
10_day_ma,0.04334283
