Feature,Importance
MACD,0.08015511
10_day_ma,0.07259177
MACD_signal,0.07157125
5_day_ma,0.07082985
BB_lower,0.060796894
BB_upper,0.05989687
Close,0.05898205
volatility_10,0.058709707
Volume,0.056737073
20_day_std,0.055621397
Low,0.05414896
volume_change,0.054108024
Open,0.0516567
daily_return,0.050415903
RSI_14,0.050270274
20_day_ma,0.049013052
High,0.044495083
