Feature,Importance
20_day_std,0.07365808
Open,0.07341053
volatility_10,0.069346756
BB_lower,0.069345936
MACD_signal,0.06345794
5_day_ma,0.061793108
High,0.059786674
daily_return,0.05874049
BB_upper,0.0575641
Close,0.05635358
10_day_ma,0.053623073
volume_change,0.05330436
RSI_14,0.052850716
Low,0.051487043
Volume,0.049611263
MACD,0.048300344
20_day_ma,0.047365997
