Feature,Importance
5_day_ma,0.082046755
Open,0.07025297
Low,0.0676568
10_day_ma,0.06541334
MACD,0.06468148
BB_upper,0.06435885
High,0.060300764
RSI_14,0.0590434
BB_lower,0.05897169
Close,0.058366437
daily_return,0.05805705
20_day_ma,0.05761697
volume_change,0.054124907
volatility_10,0.04762196
MACD_signal,0.0450339
Volume,0.044086702
20_day_std,0.04236598
