Feature,Importance
High,0.07309091
Low,0.06827389
volatility_10,0.06786197
5_day_ma,0.06469875
Close,0.06445852
volume_change,0.063975774
10_day_ma,0.06377364
MACD,0.06268453
daily_return,0.058836862
MACD_signal,0.055906985
BB_lower,0.055901226
20_day_std,0.05545337
Open,0.05376742
Volume,0.050016865
BB_upper,0.049919542
20_day_ma,0.04660921
RSI_14,0.04477055
