Feature,Importance
10_day_ma,0.072511934
20_day_std,0.070699535
MACD,0.067481674
BB_lower,0.066201665
BB_upper,0.065504946
Open,0.0624944
Close,0.062361218
5_day_ma,0.062157355
20_day_ma,0.059685446
daily_return,0.05875653
RSI_14,0.057573356
volume_change,0.05683962
High,0.049228635
Volume,0.04908025
volatility_10,0.04824494
MACD_signal,0.04655394
Low,0.04462462
