Feature,Importance
MACD,0.09429647
20_day_ma,0.08175257
RSI_14,0.078576736
Open,0.069374904
5_day_ma,0.06748501
volatility_10,0.05957642
20_day_std,0.059004672
BB_upper,0.056961488
Volume,0.05578546
daily_return,0.053040724
Close,0.052992515
Low,0.050895933
10_day_ma,0.04957876
MACD_signal,0.04908462
volume_change,0.04871827
High,0.037879452
BB_lower,0.034996003
