Feature,Importance
BB_upper,0.07776772
Open,0.076927915
BB_lower,0.072269455
Volume,0.06586799
volatility_10,0.06511754
10_day_ma,0.05895959
20_day_std,0.058275655
MACD_signal,0.058068596
20_day_ma,0.057728082
Low,0.056838308
Close,0.056454167
RSI_14,0.053498242
MACD,0.052215964
daily_return,0.052157283
5_day_ma,0.05193786
volume_change,0.048569687
High,0.03734595
