Feature,Importance
Open,0.081692114
Low,0.07508541
High,0.07275067
Volume,0.06216857
MACD,0.061588462
20_day_ma,0.059200197
RSI_14,0.056613017
volatility_10,0.056484956
Close,0.05616996
5_day_ma,0.055501696
10_day_ma,0.054875664
20_day_std,0.054123316
BB_upper,0.053758465
daily_return,0.05329679
BB_lower,0.05328274
volume_change,0.049020458
MACD_signal,0.044387586
