Feature,Importance
MACD,0.07023007
Low,0.06913125
10_day_ma,0.06511514
20_day_std,0.06352845
volatility_10,0.06306593
MACD_signal,0.062870435
High,0.062025785
BB_upper,0.06028594
BB_lower,0.057111606
daily_return,0.057087876
RSI_14,0.056075823
5_day_ma,0.055833384
20_day_ma,0.05560957
Volume,0.053229507
Close,0.050733425
volume_change,0.049617473
Open,0.048448328
