Feature,Importance
MACD,0.07307932
MACD_signal,0.06228245
5_day_ma,0.06225021
Volume,0.061969317
BB_upper,0.06175268
20_day_std,0.06102074
Low,0.06094323
High,0.06007233
20_day_ma,0.059105147
volatility_10,0.058707457
BB_lower,0.058202133
volume_change,0.057926476
RSI_14,0.057852447
daily_return,0.056401964
Close,0.04967743
Open,0.049607594
10_day_ma,0.049149122
