Feature,Importance
BB_upper,0.0778116
Low,0.070009634
20_day_std,0.06465963
20_day_ma,0.06429559
volatility_10,0.062285893
Open,0.06184739
BB_lower,0.060899787
Volume,0.057437558
daily_return,0.05705869
10_day_ma,0.05651008
RSI_14,0.055387843
Close,0.054856613
5_day_ma,0.053168576
MACD,0.052571055
MACD_signal,0.051990036
High,0.051507454
volume_change,0.047702514
