Feature,Importance
BB_lower,0.068638474
Low,0.06742402
MACD_signal,0.06714808
20_day_std,0.06454212
daily_return,0.060470324
Volume,0.060229577
Open,0.059928387
5_day_ma,0.0587271
volume_change,0.058696568
High,0.05861228
MACD,0.058010355
20_day_ma,0.056974597
BB_upper,0.056482024
RSI_14,0.05441132
volatility_10,0.05302035
Close,0.050250612
10_day_ma,0.046433825
