Feature,Importance
Low,0.084194615
RSI_14,0.07483032
20_day_std,0.069133766
Close,0.06610081
volume_change,0.06324898
MACD_signal,0.06285447
High,0.062489558
MACD,0.06192453
BB_upper,0.059952393
10_day_ma,0.059685342
BB_lower,0.056038134
daily_return,0.05244113
volatility_10,0.04881059
20_day_ma,0.04870274
Open,0.044234328
Volume,0.044219285
5_day_ma,0.041139003
