Feature,Importance
BB_upper,0.083803676
10_day_ma,0.07626459
Open,0.06958194
20_day_ma,0.06630224
MACD_signal,0.06403175
Close,0.063871324
5_day_ma,0.06373141
High,0.063590854
MACD,0.054929826
Low,0.054572884
Volume,0.05113535
daily_return,0.050936304
BB_lower,0.050147958
20_day_std,0.049525104
volatility_10,0.047318645
volume_change,0.04577801
RSI_14,0.044478137
