Feature,Importance
Low,0.0749111
High,0.07350077
5_day_ma,0.06932309
RSI_14,0.069127806
volume_change,0.06522968
Open,0.06336051
MACD_signal,0.06283502
BB_upper,0.061704278
Close,0.056686927
10_day_ma,0.05465028
volatility_10,0.053486295
BB_lower,0.05300794
daily_return,0.052765526
MACD,0.052400157
20_day_std,0.047740474
20_day_ma,0.044911593
Volume,0.044358604
