Feature,Importance
20_day_ma,0.070786044
Volume,0.069493026
Low,0.06866536
Open,0.06577637
MACD,0.063426256
Close,0.061809473
BB_lower,0.059813913
20_day_std,0.058095936
MACD_signal,0.057531796
5_day_ma,0.057504214
daily_return,0.057431486
BB_upper,0.05722708
10_day_ma,0.052872796
High,0.051275346
volatility_10,0.051045362
RSI_14,0.04921672
volume_change,0.04802887
