Feature,Importance
Open,0.07846541
BB_upper,0.0657257
MACD,0.0645813
BB_lower,0.06368266
Close,0.0636454
volume_change,0.06180141
High,0.060189195
MACD_signal,0.059105996
daily_return,0.058519796
10_day_ma,0.057754077
5_day_ma,0.056412168
volatility_10,0.056170043
Volume,0.055851534
20_day_ma,0.053264573
20_day_std,0.049247604
RSI_14,0.04912485
Low,0.046458296
