Feature,Importance
MACD,0.07958783
BB_lower,0.07391979
BB_upper,0.069294356
volatility_10,0.06728656
High,0.06261062
Open,0.06159452
20_day_std,0.06012579
5_day_ma,0.05962579
Volume,0.05888518
Close,0.057326518
volume_change,0.055884823
RSI_14,0.05501694
MACD_signal,0.05217071
daily_return,0.051467367
20_day_ma,0.049245756
Low,0.044214968
10_day_ma,0.041742392
