Feature,Importance
10_day_ma,0.07222285
volume_change,0.06610117
BB_lower,0.06541893
Volume,0.06393481
MACD_signal,0.06329634
20_day_ma,0.06080316
volatility_10,0.06028929
MACD,0.060150985
5_day_ma,0.05967834
BB_upper,0.057485983
Low,0.05709616
Open,0.055966835
Close,0.0547414
RSI_14,0.05421926
High,0.053444743
daily_return,0.048221912
20_day_std,0.04692782
