Feature,Importance
BB_upper,0.069577456
BB_lower,0.068943195
RSI_14,0.06436285
High,0.06408575
20_day_std,0.06366074
Low,0.061577715
20_day_ma,0.060361624
5_day_ma,0.059720483
MACD_signal,0.05957481
volume_change,0.05865575
10_day_ma,0.056743238
Open,0.055630207
Close,0.054927133
Volume,0.05476591
MACD,0.051468924
volatility_10,0.04939168
daily_return,0.046552554
