Feature,Importance
Close,0.087983824
High,0.07416614
20_day_ma,0.07249216
MACD_signal,0.065872416
Open,0.060838327
volatility_10,0.060433805
MACD,0.05881172
BB_upper,0.05579002
daily_return,0.0557729
5_day_ma,0.055762105
Low,0.055659715
RSI_14,0.05419451
volume_change,0.052140236
Volume,0.051888976
20_day_std,0.048516404
BB_lower,0.047060303
10_day_ma,0.042616446
