Feature,Importance
Open,0.07133983
MACD_signal,0.068123356
5_day_ma,0.06370881
BB_upper,0.06368177
Low,0.06360298
20_day_std,0.060482465
volatility_10,0.060017526
Volume,0.059454147
10_day_ma,0.058641486
MACD,0.057296988
daily_return,0.056976527
BB_lower,0.056356646
volume_change,0.054263093
High,0.05353467
Close,0.05280455
20_day_ma,0.050476536
RSI_14,0.049238656
