Feature,Importance
Low,0.0684701
MACD_signal,0.067181714
BB_lower,0.06478509
High,0.06440973
Open,0.064016275
MACD,0.0634565
10_day_ma,0.062741674
Close,0.060180165
BB_upper,0.05789974
RSI_14,0.056485534
daily_return,0.056185003
20_day_ma,0.05617186
volatility_10,0.055720236
Volume,0.052640945
20_day_std,0.051960003
volume_change,0.050734583
5_day_ma,0.046960797
