Feature,Importance
High,0.07946819
5_day_ma,0.071365185
10_day_ma,0.06695627
20_day_ma,0.0668256
BB_upper,0.06608368
Open,0.0635368
20_day_std,0.06219411
Close,0.06078761
Volume,0.05814921
Low,0.055405688
BB_lower,0.054110747
RSI_14,0.051652048
daily_return,0.05139362
volatility_10,0.049983237
volume_change,0.049802966
MACD_signal,0.047405038
MACD,0.044879947
