Feature,Importance
BB_upper,0.071795896
Close,0.06740527
Open,0.067018695
BB_lower,0.06456497
High,0.06393803
Low,0.06089374
20_day_ma,0.060800724
RSI_14,0.060536508
5_day_ma,0.058611814
volatility_10,0.057882875
volume_change,0.054817334
daily_return,0.053742602
20_day_std,0.052586827
MACD_signal,0.052355953
MACD,0.051658623
Volume,0.05165713
10_day_ma,0.04973302
