Feature,Importance
10_day_ma,0.07002627
Low,0.0642352
MACD_signal,0.06278657
volatility_10,0.060294446
High,0.059869137
daily_return,0.059457988
BB_lower,0.059288822
20_day_ma,0.059212044
Open,0.058822718
MACD,0.05742413
Close,0.05677839
20_day_std,0.056322467
volume_change,0.056034908
5_day_ma,0.05574132
Volume,0.05477301
RSI_14,0.054643452
BB_upper,0.054289106
