Feature,Importance
Low,0.07135692
5_day_ma,0.06910441
Open,0.06710486
20_day_ma,0.06552693
MACD,0.063938886
MACD_signal,0.06356684
daily_return,0.06349388
volume_change,0.05840503
volatility_10,0.05690175
BB_lower,0.05653527
10_day_ma,0.05577371
BB_upper,0.05409086
Volume,0.054038323
Close,0.05317386
20_day_std,0.053161222
High,0.051088087
RSI_14,0.04273915
