Feature,Importance
Low,0.073661596
Open,0.06845959
BB_lower,0.06444767
BB_upper,0.060704153
daily_return,0.060602587
MACD,0.06029712
5_day_ma,0.05920225
20_day_std,0.05903213
Volume,0.058900665
20_day_ma,0.058351427
volume_change,0.056792792
MACD_signal,0.056533184
volatility_10,0.055281814
RSI_14,0.054681625
High,0.053219255
Close,0.0517295
10_day_ma,0.04810266
