Feature,Importance
MACD,0.07280699
5_day_ma,0.06792004
20_day_std,0.066622846
Close,0.0652118
Low,0.0637068
High,0.0628688
Volume,0.060502257
volume_change,0.058498863
BB_lower,0.057908118
BB_upper,0.05740442
daily_return,0.05717714
MACD_signal,0.054237727
volatility_10,0.053830933
20_day_ma,0.05300794
10_day_ma,0.052311864
RSI_14,0.049564976
Open,0.046418544
