Feature,Importance
volatility_10,0.07583372
MACD,0.07488819
MACD_signal,0.06524189
20_day_std,0.06411278
RSI_14,0.063114
volume_change,0.061140027
Volume,0.060504653
20_day_ma,0.058157012
Open,0.057610404
Close,0.056320973
BB_upper,0.055060472
5_day_ma,0.05452
BB_lower,0.05294275
daily_return,0.05250003
10_day_ma,0.049523287
High,0.049290173
Low,0.049239643
