index,Close,High,Low,Open,Volume,Ticker
2024-01-02,415.7273864746094,418.082459649939,413.4314043902524,417.8952326105519,2463700,MA
2024-01-03,412.6529235839844,415.18539024538234,411.4014855794474,415.0474508935426,3093700,MA
2024-01-04,413.6383361816406,417.26460463972575,412.1701104923246,412.386898117146,2042600,MA
2024-01-05,413.2934875488281,416.58469610038424,410.8989600388025,414.34783505694736,2415900,MA
2024-01-08,416.4714660644531,416.5701365648607,411.0925985474204,413.96461489857137,2125400,MA
2024-01-09,417.0833740234375,418.16902061708254,413.07637578442086,413.62906311951275,2439300,MA
2024-01-10,422.6793212890625,423.86366844907417,418.61310888912834,420.4389648778132,2709300,MA
2024-01-11,421.1495666503906,426.1533897226648,420.211955973227,424.3867480821563,2320600,MA
2024-01-12,423.49853515625,425.48227613768677,422.11681677835327,424.337445281145,1892400,MA
2024-01-16,422.7583312988281,424.1203216177942,420.9522032256941,421.86020681140553,2398000,MA
2024-01-17,421.8404846191406,424.76183642919057,419.92580691492617,419.92580691492617,2690400,MA
2024-01-18,425.0973815917969,425.590854590946,421.8700790202741,423.0445471677852,2075700,MA
2024-01-19,431.0782470703125,431.3644698266881,423.7353668569242,426.9034548953716,2400200,MA
2024-01-22,434.0094909667969,435.183959082417,431.55200513590796,433.2495534116547,2715500,MA
2024-01-23,433.032470703125,434.8484478718444,432.14419513780445,434.52273879943914,2328600,MA
2024-01-24,432.9731750488281,435.1740451126199,430.07155171560095,432.80538099467077,2725700,MA
2024-01-25,431.0979919433594,432.9041199532063,428.7885419648544,430.30844720717346,2977800,MA
2024-01-26,432.805419921875,434.1476821182637,425.0480389670207,426.90347211150925,2725400,MA
2024-01-29,434.82861328125,435.2036575439706,428.9957894915011,430.0912849881021,2314200,MA
2024-01-30,439.3784484863281,440.39500156054015,434.3055320932321,435.14444213370575,2663600,MA
2024-01-31,443.3657531738281,455.9690424879974,440.78980850558025,444.12569073506245,4740500,MA
2024-02-01,454.90313720703125,455.1202665192149,448.12279327987915,449.0604039732175,3292700,MA
2024-02-02,454.56756591796875,457.78501944880395,452.5147315333629,456.17629268338635,2050300,MA
2024-02-05,450.7974853515625,455.3472921638057,449.58353087276294,453.5115869765119,2438800,MA
2024-02-06,454.4886169433594,454.54783129173126,449.4157002253638,449.4157002253638,2201900,MA
2024-02-07,455.8802185058594,456.20589742486044,453.6201037918188,455.18934427631655,2544300,MA
2024-02-08,452.2778015136719,454.7352869695152,451.4783778082964,453.9950776038567,2081300,MA
