index,Close,High,Low,Open,Volume,Ticker
2024-01-02,593.302978515625,612.2686934647297,589.2445046872442,611.4727249402649,1666700,INTU
2024-01-03,580.9015502929688,588.0161448848364,579.2014728717371,587.2103399755316,1439400,INTU
2024-01-04,576.6564331054688,584.2132466480984,575.6639164537228,580.3807696712271,956700,INTU
2024-01-05,578.818359375,581.9137662790316,575.9980717615726,576.6564507572043,838900,INTU
2024-01-08,588.0162353515625,590.1486347820168,581.6680991009308,582.8276546430503,1689700,INTU
2024-01-09,595.59423828125,597.1295262433043,580.7924861325112,581.7864978386059,1271100,INTU
2024-01-10,599.0585327148438,603.6446944011753,593.4685080558213,593.5669000824648,1292400,INTU
2024-01-11,599.0682983398438,605.9180162758616,590.9981710511348,601.4892944785878,1315200,INTU
2024-01-12,602.109375,604.2646888730852,596.4800058372102,602.3062191114267,802400,INTU
2024-01-16,594.265625,603.2510147692707,591.6969205577171,598.1235171685947,1433100,INTU
2024-01-17,590.3388061523438,592.3071269703028,583.8925074188206,591.0473728139846,1540000,INTU
2024-01-18,601.6763916015625,602.4243632456345,592.2678189559931,593.8425119088798,1147700,INTU
2024-01-19,612.324951171875,614.2637785243301,601.292490729806,605.1405917879272,1334400,INTU
2024-01-22,620.621337890625,622.4223681328409,616.0843731374458,616.6256493110311,954400,INTU
2024-01-23,625.7489013671875,626.6051161488926,614.2539145774433,620.6017614615643,853500,INTU
2024-01-24,626.1032104492188,634.5177705864588,624.7450641737748,631.5849915615906,1017300,INTU
2024-01-25,631.3290405273438,639.1826212370321,626.9790684119617,639.1826212370321,1043400,INTU
2024-01-26,631.2011108398438,635.9644736897914,629.5772821922866,632.6183042435288,770900,INTU
2024-01-29,642.5386962890625,643.6606536479633,631.9196263790849,632.8151859820324,869200,INTU
2024-01-30,637.4603881835938,641.810420692409,635.8956066810027,637.6277387120474,1114600,INTU
2024-01-31,621.3300170898438,632.3526258485381,616.2911205261638,631.6637015382975,1208500,INTU
2024-02-01,622.835693359375,624.823716452108,613.3287309813305,621.5169521526473,1034100,INTU
2024-02-02,629.4493408203125,632.3526260848784,618.2692327513579,618.2692327513579,1287300,INTU
2024-02-05,630.4531860351562,631.69323786383,619.312542145561,628.5636147130002,1007900,INTU
2024-02-06,625.237060546875,635.6199402623249,620.9559870366256,634.3799486743906,908600,INTU
2024-02-07,632.982421875,639.0251810922921,626.8904666518334,630.3940752411394,970400,INTU
2024-02-08,642.7257080078125,643.8771589791536,632.9824949839996,636.1908678402399,1005700,INTU
2024-02-09,647.7349853515625,652.3310576895013,644.3199775810042,647.115019559683,1005100,INTU
2024-02-12,646.58349609375,649.2702346163907,641.5643023566097,645.333593232475,1279100,INTU
2024-02-13,628.1797485351562,636.1613353925317,618.7416835100987,624.4793557210461,1785100,INTU
2024-02-14,646.7213134765625,647.2330960945902,632.8052713265071,632.8052713265071,1285400,INTU
2024-02-15,653.7581787109375,654.2994549829716,646.5934612963181,652.1637834064652,1438000,INTU
2024-02-16,645.3533325195312,652.4983466503544,640.8065162668954,652.4590018588851,1336800,INTU
