Date,Close,High,Low,Open,Volume,Ticker
2024-01-02,146.56979370117188,146.8632561518455,141.9384717667105,142.0576843277371,8059900,ABBV
2024-01-03,147.15672302246094,148.3397666268825,146.58811594685903,147.27593557573175,5301400,ABBV
2024-01-04,148.0738067626953,148.83498145739907,146.21209554070958,147.01914166699106,8332200,ABBV
2024-01-05,148.6974334716797,149.5136455447663,147.2942825369772,147.95459050551088,5607600,ABBV
2024-01-08,148.0462646484375,149.2751794751417,146.53306732358945,148.73408415859095,6001600,ABBV
2024-01-09,148.85333251953125,149.9171635431101,147.50520496238278,148.0462863645782,4454000,ABBV
2024-01-10,151.21945190429688,151.39370179911333,148.45900723667896,148.81667291782367,6609900,ABBV
2024-01-11,150.2014617919922,151.43036281926786,149.56866550360704,150.63249653933494,4591500,ABBV
2024-01-12,150.3588409423828,151.19211888887526,150.15515171951304,150.68289583170082,4971400,ABBV
2024-01-16,149.507080078125,150.2662880539134,149.08119463640344,149.97000763582196,4747700,ABBV
2024-01-17,150.0255584716797,150.8680900273195,149.544123977681,149.7570667010815,4423100,ABBV
2024-01-18,151.19210815429688,151.52541648374398,149.06263905657516,149.21077923131267,5074300,ABBV
2024-01-19,152.55313110351562,152.6457081263304,150.5440274646391,151.75689524469314,5863000,ABBV
2024-01-22,153.1271514892578,153.18270052654952,151.6180033815139,152.2475921014795,4864000,ABBV
2024-01-23,155.08071899414062,155.10849351510961,151.89577540038016,152.25685830040376,5784700,ABBV
2024-01-24,152.04391479492188,155.4973501156365,151.89577459891774,155.33070299070184,5422200,ABBV
2024-01-25,152.88645935058594,152.96052945492704,151.0995516359983,151.84023855198134,4465800,ABBV
2024-01-26,152.21058654785156,153.56234133210936,151.37732253350111,153.01609016431453,4654300,ABBV
2024-01-29,151.7569122314453,154.3955907795538,151.54395538753954,153.55307337873066,4704100,ABBV
2024-01-30,152.69200134277344,152.7475503810894,151.15507868804386,152.04390568337718,3819600,ABBV
2024-01-31,152.21058654785156,153.56234133210936,151.79395454067634,153.46049669680616,4993900,ABBV
2024-02-01,155.16404724121094,155.2473708066333,150.60884200823426,151.56247159676283,5584400,ABBV
2024-02-02,156.16395568847656,160.03403679927308,152.97901233957148,156.85834691417068,7870400,ABBV
2024-02-05,158.56192016601562,160.29327860030182,155.96026991000878,157.24720777828864,6486700,ABBV
2024-02-06,160.44140625,161.06174153026393,157.1824068315768,158.92300461967693,7037400,ABBV
2024-02-07,162.0338897705078,162.54311288152556,160.46920657836552,161.1080347059036,6409100,ABBV
2024-02-08,161.8302001953125,162.86716747220004,161.3765402561371,161.4228358347581,5709100,ABBV
