Date,Close,High,Low,Open,Volume,Ticker
2024-01-02,182.6118621826172,183.02885836286913,180.4396525640449,180.84694186752722,2236600,AXP
2024-01-03,180.68209838867188,181.81669325753148,179.97417700786693,181.03119084333412,2720500,AXP
2024-01-04,182.06356811523438,183.45478510705922,180.72099777324053,180.96421617752213,2777500,AXP
2024-01-05,183.9314727783203,184.36926291110757,181.460380469009,181.75224550582465,2243300,AXP
2024-01-08,184.07740783691406,184.19414791059506,181.32417395525124,183.1142576944296,3442100,AXP
2024-01-09,181.70361328125,182.8905203056023,181.2852698981388,182.73485696096216,2055500,AXP
2024-01-10,179.95242309570312,181.05177496589883,178.6876845021379,180.0107931339662,2757800,AXP
2024-01-11,180.0108184814453,180.33186858197192,177.10192079112818,179.9913568509931,3493300,AXP
2024-01-12,177.10189819335938,181.35336578978826,177.0143431348079,180.78909733766878,3366300,AXP
2024-01-16,176.06094360351562,176.23605373296255,173.96927121801787,176.0998520173237,4142900,AXP
2024-01-17,176.09011840820312,176.6738484955717,174.1443712434716,174.58216138656164,2377600,AXP
2024-01-18,174.91293334960938,175.30209168615943,172.98664782952272,175.2145366272629,3215200,AXP
2024-01-19,178.20123291015625,178.40554287196576,174.54323398264862,176.0900992475235,3388900,AXP
2024-01-22,179.99131774902344,181.70358457985287,179.0670909091305,179.26166263675987,3145100,AXP
2024-01-23,180.43887329101562,180.9739567563341,179.79677313263343,180.64316844012683,2327600,AXP
2024-01-24,180.77935791015625,183.30882006146192,180.69178801450002,182.01489654644513,3052500,AXP
2024-01-25,182.96832275390625,183.22126451489098,181.37279599349543,181.38253422902605,3472500,AXP
2024-01-26,195.96591186523438,199.2153208012577,187.0446632015742,187.31706660772622,13555400,AXP
2024-01-29,195.411376953125,197.39603241367965,193.66993987397947,196.43289712401761,4935500,AXP
2024-01-30,198.61215209960938,198.89429377463395,194.9736141055432,195.06116917232708,4284600,AXP
2024-01-31,195.29464721679688,199.7504099814271,195.21681554924191,196.90960607272584,3495000,AXP
2024-02-01,197.7073974609375,197.95061588957807,194.45800281706943,194.92497804349438,3028300,AXP
2024-02-02,200.81085205078125,201.35565891523757,197.49334936808464,197.87276949475054,3393000,AXP
2024-02-05,200.3535919189453,201.11243214071808,197.90194628597854,199.9158017671338,3099300,AXP
2024-02-06,200.07147216796875,201.46268929013104,198.46623648727157,199.86717700236167,3255300,AXP
2024-02-07,203.4084014892578,203.47649491771247,200.02280572721,201.46265440959576,3272100,AXP
2024-02-08,205.4806365966797,205.60710006832517,202.30905920612778,202.60092425085386,4136600,AXP
2024-02-09,206.7064666748047,208.43818059319324,204.7023493205937,205.81142469354901,4785100,AXP
2024-02-12,206.50216674804688,208.2046957274182,205.8698047793731,206.49244335517676,4041400,AXP
2024-02-13,203.98243713378906,205.24717597623066,201.9783195863991,204.51752066461535,3381700,AXP
2024-02-14,205.1790313720703,205.5584514731588,203.1554673961802,205.42224976622634,2770800,AXP
2024-02-15,206.76483154296875,207.33882342230623,204.9358243669119,205.73358786961705,2644500,AXP
2024-02-16,206.7940216064453,208.47708887201185,206.12273640972182,206.7648365844029,2831300,AXP
2024-02-20,206.72593688964844,207.9517524017566,204.5758794909662,205.27634973927786,3341700,AXP
2024-02-21,205.16932678222656,206.9205023496026,203.42788945222767,205.86007361667384,2599400,AXP
2024-02-22,208.1852264404297,209.70290687711125,206.71617780771706,206.71617780771706,3027800,AXP
2024-02-23,208.73976135253906,210.45202842298576,208.44789629781536,209.16782812015074,2617000,AXP
2024-02-26,211.0746612548828,211.63891487529682,207.46529369335053,207.6306804227647,2684500,AXP
2024-02-27,212.06700134277344,212.1642946490594,210.43258068026427,211.53191784794925,2428100,AXP
2024-02-28,212.1156463623047,213.25390678168745,210.88009263738525,211.28869779986567,2599200,AXP
2024-02-29,213.46792602539062,213.77925270656812,211.74593557670144,213.04959749804073,5186500,AXP
2024-03-01,213.70143127441406,214.40190149574877,212.5047859867908,213.3609195561719,2342800,AXP
2024-03-04,212.97174072265625,213.62356418405238,211.3470437645725,213.12740404489543,2625300,AXP
2024-03-05,211.3081512451172,212.96203346105938,210.257445934491,211.54164626243642,2672300,AXP
2024-03-06,212.5242462158203,213.3414565203668,211.37626243251077,211.7167593036349,2727900,AXP
2024-03-07,217.35940551757812,218.59495907558215,214.82020497279277,215.01477671270646,2974100,AXP
2024-03-08,217.310791015625,218.79928657120539,216.79516914839124,216.9897409170857,2242800,AXP
2024-03-11,214.217041015625,216.3281749527096,212.36857226303673,215.90010819221814,2808200,AXP
2024-03-12,216.61032104492188,217.37889957281223,213.68197658346946,215.23858042473202,2067700,AXP
2024-03-13,216.7659454345703,217.4275071438979,215.85144195557518,217.08699547580508,2693100,AXP
2024-03-14,214.48947143554688,218.20584134739616,213.15663918205283,218.19611795429674,2417900,AXP
2024-03-15,212.5339813232422,215.5888039503815,211.3276126689098,214.98561220077852,5267900,AXP
2024-03-18,214.97589111328125,215.71526974135608,213.04960544745884,213.9349091847347,1893000,AXP
2024-03-19,215.67636108398438,215.92930288793886,213.41928709839524,215.0537225439725,1817600,AXP
2024-03-20,221.72763061523438,221.8735557204945,215.22882710497194,215.48178374725396,2249700,AXP
2024-03-21,222.90478515625,225.40507732918746,222.77832168805438,222.8950617648111,3523700,AXP
2024-03-22,219.83053588867188,224.28628413008087,219.78188923732924,222.83671189623723,2284700,AXP
2024-03-25,219.89862060546875,220.83258580164394,219.12031874946828,219.22733544022927,2119500,AXP
2024-03-26,218.37123107910156,220.71584534791555,218.23502935873532,220.47262692977048,2106400,AXP
2024-03-27,221.5719757080078,221.81519412261594,219.03277486570394,221.03689222689513,2153100,AXP
2024-03-28,221.51361083984375,222.2627277309063,220.20022543232008,222.2627277309063,2295800,AXP
2024-04-01,221.43576049804688,222.36972568498226,220.67692027829384,221.27037376757485,1616700,AXP
2024-04-02,219.41220092773438,220.81314140891376,218.4976972889159,220.2294112601309,1984500,AXP
2024-04-03,220.4823455810547,221.09524584581987,219.1397752817991,219.68458211486723,2070100,AXP
2024-04-04,214.2952117919922,224.14191673424094,213.92438453065571,223.61494384135912,3035300,AXP
2024-04-05,217.0960235595703,217.74009824100534,214.22691082010306,214.69533283138324,1827900,AXP
2024-04-08,218.7062225341797,219.42838489027127,217.74985662866015,218.0719013999902,1401200,AXP
2024-04-09,214.53915405273438,218.53053127720077,212.71424877067852,217.61320932333234,3503000,AXP
2024-04-10,212.40199279785156,214.20739134641204,210.32336172287668,212.26536908921065,3115000,AXP
2024-04-11,212.938720703125,213.88533308582814,209.33769224183297,212.25560220294398,3139000,AXP
2024-04-12,212.938720703125,213.0167935161266,210.90887223768252,211.76765828983378,2441200,AXP
2024-04-15,213.13388061523438,217.3594763987268,211.59199105993272,216.53973425495153,3459000,AXP
2024-04-16,213.07534790039062,214.0902795952033,211.28947136219145,212.4507802769931,4176700,AXP
2024-04-17,212.42147827148438,214.9685458168704,211.29921334958735,214.2659054670491,2256800,AXP
2024-04-18,212.255615234375,216.110369406435,211.94332396319544,212.9972846671254,3901500,AXP
2024-04-19,225.4691162109375,226.01562590047737,213.5632877412766,213.5632877412766,7573700,AXP
2024-04-22,227.38186645507812,229.69471586810607,222.19990441325427,226.43525406011167,5151300,AXP
2024-04-23,233.19818115234375,233.64708125133933,228.0357257778204,229.10920843344937,4684500,AXP
2024-04-24,233.35430908203125,234.74983651749284,232.23204395723,232.52481330439872,4429200,AXP
2024-04-25,231.38299560546875,232.70043515693135,229.73374289603436,232.38815881461537,3329000,AXP
2024-04-26,229.9582061767578,231.20734139980127,228.76762184059663,230.30952638891793,2993300,AXP
2024-04-29,233.15911865234375,233.3542932402505,229.95820775989998,230.88529822060698,3696300,AXP
2024-04-30,228.38702392578125,233.83247971496328,228.13329845484574,232.14419796613683,3564300,AXP
2024-05-01,225.87899780273438,229.47025777601542,225.6545328862547,227.59655497810365,4176000,AXP
2024-05-02,226.8939208984375,228.30895527640496,225.3422628196497,227.9478815437084,2734900,AXP
2024-05-03,225.2056427001953,227.72343513323767,223.60518722619167,227.63559390991824,3203100,AXP
2024-05-06,228.6798095703125,228.91402802310864,225.7423924011393,226.69875835770566,2259600,AXP
2024-05-07,229.0018768310547,230.30956314970635,227.7820168567448,229.8216191599824,2084300,AXP
2024-05-08,230.54376220703125,231.13905441998838,227.8893459352421,228.74811715903206,2501900,AXP
2024-05-09,233.37380981445312,233.60802824908993,229.8801296748348,230.27049373256284,3166300,AXP
2024-05-10,236.45761108398438,237.66770239597312,234.51558904918866,234.7010101091523,2590800,AXP
2024-05-13,232.8956298828125,237.66772088262508,232.35890347699967,237.0919506238536,2768800,AXP
2024-05-14,235.7061767578125,236.2526715377444,232.3588887852967,232.40767126211023,2387300,AXP
2024-05-15,235.87208557128906,237.01387254567126,234.45705119573162,235.80378116642854,2013400,AXP
2024-05-16,235.50123596191406,237.48228687777657,235.0425675340183,235.89158510056933,2605900,AXP
2024-05-17,236.965087890625,237.32616161939058,236.06725799116148,236.94556596475846,1848700,AXP
2024-05-20,236.45761108398438,238.51673488681362,236.2624365069732,237.24807779994237,1983200,AXP
2024-05-21,237.21884155273438,237.7067855213164,235.52079118135643,236.49667911852046,1825800,AXP
2024-05-22,234.3009033203125,237.5994089196691,233.75440852320722,237.0529141225638,2292700,AXP
2024-05-23,229.7825469970703,235.0230596964888,229.4507338293737,235.0230596964888,3272600,AXP
2024-05-24,232.43695068359375,234.2813929337375,230.98288738156864,231.14878652182614,1624200,AXP
2024-05-28,231.52940368652344,232.71998811276677,230.19244203199924,232.01734763528324,2315400,AXP
2024-05-29,230.25096130371094,231.92948944820733,229.0115796746183,229.7727709388823,2711300,AXP
2024-05-30,231.5001220703125,231.59771681381014,229.3141278774232,230.67061142318414,2386300,AXP
2024-05-31,234.21310424804688,234.39852533811546,230.22172617029474,232.26132837931314,5102500,AXP
2024-06-03,231.1683349609375,235.5403086675391,227.89910447674447,234.38875318015104,2677200,AXP
2024-06-04,231.52940368652344,234.21309540470233,230.04604991285075,230.69013949902188,2512100,AXP
2024-06-05,229.0311279296875,231.96854507482095,228.06499357203603,230.55351063323488,2925100,AXP
2024-06-06,227.7234344482422,230.69988046098388,227.0890984148589,229.12870043585724,2709600,AXP
2024-06-07,227.05982971191406,228.47486415013847,226.122985692357,226.80610422554804,2212500,AXP
2024-06-10,226.8353729248047,228.27968276500985,225.0397428649964,226.35718252035787,2933500,AXP
2024-06-11,219.11610412597656,226.0546675364049,218.80382774816792,226.0546675364049,3168100,AXP
2024-06-12,218.63790893554688,222.89278058780368,217.45709296743402,221.9461681752216,3091100,AXP
2024-06-13,216.83250427246094,218.35488679900152,215.41746999540027,218.023088533651,3011300,AXP
2024-06-14,219.3990936279297,220.19931384889037,216.00299349741707,216.04203734675104,2373800,AXP
2024-06-17,222.76593017578125,222.96110477329125,218.6184066925073,218.79405936300614,2426700,AXP
2024-06-18,223.7808380126953,223.7808380126953,221.30208945323844,222.0925562204104,2176500,AXP
2024-06-20,224.65914916992188,226.09369061409902,220.98004779501616,223.0489252781036,2968100,AXP
2024-06-21,224.82504272460938,225.53743667006586,222.0144810130808,225.53743667006586,5064300,AXP
2024-06-24,225.8887481689453,228.26014835340618,224.6591349130248,226.09367626616574,2152600,AXP
2024-06-25,225.0299530029297,225.7228398583472,223.02938013455187,225.29344686522822,3206800,AXP
2024-06-26,225.1177978515625,226.88416733513108,223.6149371428418,224.49323023495737,3151900,AXP
2024-06-27,222.89276123046875,224.77623237420292,221.88759801629834,224.24924463829154,2264200,AXP
2024-06-28,225.96682739257812,227.967400399037,223.22458500463748,223.72228243145028,3901100,AXP
2024-07-01,228.17233276367188,229.13846708291751,225.96683161298387,226.72802293449863,2792700,AXP
2024-07-02,230.28024291992188,230.49493942491875,227.35257955090904,227.9185962558221,1871700,AXP
2024-07-03,230.0265350341797,231.85144057524838,229.51906917532727,230.7974798949551,1365900,AXP
2024-07-05,230.63336181640625,231.68066420597103,228.60724995341755,230.71166717168893,2488300,AXP
2024-07-08,229.537109375,234.42129965897897,228.80301344704912,231.2206372312516,2638600,AXP
2024-07-09,232.70838928222656,234.1276383013205,229.1553605151775,229.9873418032077,1943400,AXP
2024-07-10,233.86338806152344,234.37236543854618,230.6235803050376,231.55344712898886,2203000,AXP
2024-07-11,233.6872100830078,234.86176061261133,231.93517432550544,233.80466065540207,1868700,AXP
2024-07-12,233.5697784423828,235.16520360919492,232.19945693409173,233.90256504795377,2612200,AXP
2024-07-15,238.8258819580078,239.47188997726514,235.3511581473944,235.3511581473944,3054400,AXP
2024-07-16,244.33648681640625,244.4637199511866,238.6301128322298,238.9628993927622,3074600,AXP
