index,Close,High,Low,Open,Volume,Ticker
2024-01-02,156.35321044921875,157.40579783080358,154.82743468976295,154.82743468976295,5049700,TMUS
2024-01-03,156.5174102783203,158.8543540221661,156.31461100250456,157.40583407667523,4608600,TMUS
2024-01-04,156.72982788085938,157.9562453009951,156.61393628987324,157.26095469549327,4068700,TMUS
2024-01-05,157.7631378173828,157.8403939860524,156.18908942795088,156.68158092622355,4552800,TMUS
2024-01-08,157.80174255371094,158.36183861621407,156.7491550887968,157.85968098515872,4135100,TMUS
2024-01-09,157.59893798828125,158.17835175340858,156.15041831056706,157.45409191455147,4102500,TMUS
2024-01-10,157.6858673095703,158.07214811779187,156.25666515691594,157.59895965338526,4502200,TMUS
2024-01-11,156.6042938232422,157.5313529290462,156.27596622258216,157.40580983786842,3662000,TMUS
2024-01-12,156.96160888671875,158.13008808210043,156.70088591564618,157.79209421353127,3394300,TMUS
2024-01-16,157.48306274414062,157.63757504777283,154.6053410807359,156.26631150702156,4839800,TMUS
2024-01-17,158.6322479248047,159.4240978136247,157.17406178442934,157.5120556575895,5598000,TMUS
2024-01-18,159.23095703125,159.70414548364792,156.70088042580878,157.0388595474309,4041000,TMUS
2024-01-19,159.49169921875,160.25457987255825,158.56464001155035,158.73847005950924,4332300,TMUS
2024-01-22,158.7384796142578,160.06145646984518,158.62258799694075,159.62690342645075,5253300,TMUS
2024-01-23,158.1204376220703,160.10006969773707,157.84038218968485,159.2889020899911,6194000,TMUS
2024-01-24,156.44015502929688,158.9992010539432,156.31461191805147,157.9079927084881,5743000,TMUS
2024-01-25,156.98094177246094,157.8307449057224,156.43051182304038,157.08716716411863,7629700,TMUS
2024-01-26,156.5946502685547,160.0034990093591,154.11284594544776,154.4315220687517,8882500,TMUS
2024-01-29,157.4927520751953,157.94662286671755,154.0163128188792,156.14080593136813,6604100,TMUS
2024-01-30,156.1504364013672,158.15905235538474,156.02490803462635,156.94230098977567,6502700,TMUS
2024-01-31,155.69656372070312,157.27062664836546,154.9530008185866,156.7588174881634,5427200,TMUS
2024-02-01,156.92295837402344,157.40579824594352,154.74052745758198,155.69654097351747,5104000,TMUS
2024-02-02,156.22769165039062,157.6279245458861,155.75450319897107,157.1547508295723,4164200,TMUS
2024-02-05,156.44979858398438,156.63328012645934,154.42187959240746,154.65363334281273,4311400,TMUS
2024-02-06,155.47445678710938,156.78778198042954,155.0785245097977,156.32425977546515,4142300,TMUS
2024-02-07,156.22769165039062,156.72984931974344,155.28132948265727,156.19872243245737,3686800,TMUS
2024-02-08,155.4068603515625,156.4401449248429,153.75555596234852,156.22769416650686,4052200,TMUS
2024-02-09,156.62362670898438,157.05817972076528,154.77917454742106,155.93798749053883,4475500,TMUS
2024-02-12,156.20838928222656,156.79745466328507,155.5710516899379,156.57535239226186,3261900,TMUS
2024-02-13,155.93798828125,157.31891821958965,154.4894684112313,156.57534056048368,4783600,TMUS
2024-02-14,155.88003540039062,156.43047997284506,155.39719548845713,156.16974229457165,3782500,TMUS
2024-02-15,156.02490234375,156.52704526260976,155.32961166444613,156.16974842897775,3363600,TMUS
2024-02-16,154.90472412109375,155.82211712541854,154.14182870989356,155.69657401684233,4594300,TMUS
2024-02-20,156.4884033203125,157.75344141002094,155.76414352222568,155.76414352222568,4066700,TMUS
2024-02-21,158.41978454589844,158.4487537629935,157.14508005329463,157.22233621058325,3928000,TMUS
2024-02-22,157.9369354248047,158.85432829468317,157.2030093408183,157.7631053972431,4394800,TMUS
2024-02-23,158.6998291015625,159.82967280119968,157.77278466165257,157.77278466165257,3910500,TMUS
2024-02-26,158.28460693359375,158.73847769691008,157.30926073641714,157.59896767354985,3907600,TMUS
2024-02-27,158.97023010253906,159.01851704750044,157.34789484460512,157.9176424838719,3403800,TMUS
2024-02-28,158.17837524414062,158.92195291495685,157.5603406792704,158.57430755127322,3354000,TMUS
2024-02-29,158.3238067626953,159.48723653243698,157.49970266248005,159.4193625222444,5128400,TMUS
2024-03-01,158.39166259765625,158.7697776345954,157.08280968231844,157.7323911666082,3298400,TMUS
2024-03-04,158.36253356933594,158.79881775214372,157.3930065880708,157.73234694903667,3531400,TMUS
2024-03-05,160.84458923339844,161.6880881285223,158.58560341710455,159.40000288001158,9049500,TMUS
2024-03-06,162.3182373046875,163.00660810584543,160.7476080206116,160.7476080206116,5924100,TMUS
2024-03-07,159.38055419921875,163.50104424035035,159.0800031749927,163.30714178541186,5953800,TMUS
2024-03-08,158.99278259277344,160.3985941778073,158.5177089039251,159.26424904531189,4444700,TMUS
