index,Close,High,Low,Open,Volume,Ticker
2024-01-02,32.128780364990234,32.28989639999469,31.531695850650856,31.64542502920608,36668600,BAC
2024-01-03,31.778106689453125,32.00556864059029,31.50326150170142,31.89183947271424,45988700,BAC
2024-01-04,32.034000396728516,32.517355692678514,31.787586594268685,31.816017982718062,39834600,BAC
2024-01-05,32.63108825683594,32.877502084932935,31.948705939974282,32.03400372958199,49242400,BAC
2024-01-08,32.37519454956055,32.507879195255335,31.882363283133163,32.507879195255335,40253900,BAC
2024-01-09,31.872888565063477,32.07191554114372,31.759155765544268,32.052960074557184,39268800,BAC
2024-01-10,31.844449996948242,31.8728850013415,31.503262482695693,31.74967628999784,34904000,BAC
2024-01-11,31.41796875,31.74968038246855,31.067298035235375,31.616995729481133,48790600,BAC
2024-01-12,31.08625030517578,31.45587283345251,30.29013885373926,30.564987672596157,74344300,BAC
2024-01-16,30.441781997680664,30.81140456286453,30.157457225645818,30.71663084398146,58420800,BAC
2024-01-17,30.138500213623047,30.31857352411578,29.636193021601386,30.06268015778811,48811300,BAC
2024-01-18,30.072158813476562,30.110069746403664,29.759400847599068,30.09111427994011,35484400,BAC
2024-01-19,30.536556243896484,30.546032168672273,29.920516287297545,30.13849871099333,49493600,BAC
2024-01-22,30.84931182861328,31.2663248190418,30.631329408791647,30.66924033799155,43903400,BAC
2024-01-23,31.05782127380371,31.10520813211195,30.69767464296711,30.839838833277373,30003400,BAC
2024-01-24,31.25684928894043,31.598040464740013,31.19050696202225,31.30423614882689,36403900,BAC
2024-01-25,31.645421981811523,31.70228837330571,31.114683456072665,31.474826422714017,46204000,BAC
2024-01-26,31.683338165283203,31.910796538221906,31.57908490460894,31.654906772512277,30839800,BAC
2024-01-29,31.85392951965332,31.891840448567056,31.503262465664204,31.65490256593397,30269300,BAC
2024-01-30,32.97228240966797,33.06705613322326,32.071917574349456,32.128783977714114,60315700,BAC
2024-01-31,32.233036041259766,33.266085613070516,32.22356011434895,32.76377833291745,54716000,BAC
2024-02-01,31.79706573486328,32.46049258373943,31.209460750034907,32.15721235831927,57084800,BAC
2024-02-02,31.721242904663086,31.948701233183385,31.43691457093529,31.62646558829217,40416000,BAC
2024-02-05,31.266328811645508,31.550653586181674,31.143120083705092,31.380057998382842,43573000,BAC
2024-02-06,31.3137149810791,31.61699521594885,31.162074863644225,31.19998218146376,27188000,BAC
2024-02-07,31.446393966674805,31.52221220404039,30.925131382862276,31.332664802933966,29660100,BAC
2024-02-08,31.389530181884766,31.541170284584297,31.086249976485703,31.323187862915297,36852200,BAC
2024-02-09,31.342145919799805,31.512741501368886,31.124163480102766,31.370577311599476,36176000,BAC
2024-02-12,31.863407135009766,32.19512235752954,31.256846701743783,31.275802167206518,34160400,BAC
2024-02-13,31.038864135742188,31.569606320212685,30.659762058922492,31.389531206799926,43801500,BAC
2024-02-14,31.399009704589844,31.446396558772506,31.15259227822364,31.256845526656633,27833900,BAC
2024-02-15,32.289894104003906,32.451013742937256,31.5790804616521,31.5790804616521,41683100,BAC
2024-02-16,32.3088493347168,32.36571572723244,30.792448354817388,32.14772969694835,33290700,BAC
2024-02-20,32.18564224243164,32.30885095804683,32.0055707468289,32.01504667169839,30372900,BAC
2024-02-21,31.93922996520996,31.977140897284826,31.436919153681654,31.616994273344538,37847100,BAC
2024-02-22,31.85392951965332,32.28989435600575,31.626467561556083,31.626467561556083,42756900,BAC
2024-02-23,32.147727966308594,32.27093666910046,31.740198162399984,31.96765648944735,30586000,BAC
2024-02-26,31.85392951965332,32.43205853173967,31.77810766182585,32.02452508437995,31129200,BAC
2024-02-27,32.48892593383789,32.631090129805884,31.948707773776626,31.967663240931405,40536300,BAC
2024-02-28,32.51736068725586,32.79220592038054,32.32780963258026,32.432062893421126,39548600,BAC
2024-02-29,32.94684982299805,33.0709264629524,32.593712537893076,32.765509842182695,43863400,BAC
2024-03-01,32.78459548950195,33.07092675979025,32.479178865990896,32.95639279533359,38432300,BAC
2024-03-04,33.54814147949219,33.80583380345726,32.68915493009717,32.72733291914882,49136400,BAC
2024-03-05,33.777198791503906,34.09216170874981,33.280895905477465,33.33816288339119,47591600,BAC
2024-03-06,33.80583190917969,34.15897282683941,33.47178362582938,34.02535351349928,49149700,BAC
2024-03-07,34.00625991821289,34.26395583371946,33.64357637333112,33.977624611477005,35900700,BAC
2024-03-08,33.977630615234375,34.48347986061959,33.882189284857816,34.235326576275135,42769900,BAC
2024-03-11,34.25441360473633,34.29259159103735,33.66266938048312,33.77719969853303,34131500,BAC
2024-03-12,34.32121658325195,34.50256016247541,34.14941931917313,34.263953255793986,29260400,BAC
2024-03-13,34.43575668334961,34.78889394900563,34.32122272622892,34.32122272622892,38289600,BAC
2024-03-14,34.06352233886719,34.56937148134001,33.86309340134062,34.28304026675619,40178100,BAC
2024-03-15,33.79628372192383,34.36893886881731,33.63403276528331,33.672207105117614,69646400,BAC
2024-03-18,34.36893844604492,34.44529440647953,33.77719431608702,34.034890221274956,50617900,BAC
2024-03-19,34.38803482055664,34.7316294345899,34.216237513540015,34.25441550195557,46113800,BAC
2024-03-20,35.07521438598633,35.19929099372916,34.101697794697486,34.206685413491236,40519000,BAC
2024-03-21,35.80058670043945,35.8864853517312,35.19929978225047,35.247020446111826,43219500,BAC
2024-03-22,35.36155319213867,35.89603413025143,35.31383252500532,35.705147820864475,29001100,BAC
2024-03-25,35.180213928222656,35.58107190945688,35.161124932803844,35.409274591541184,30480200,BAC
2024-03-26,35.39973068237305,35.542896322605266,35.12294571971261,35.31383202640441,33673400,BAC
2024-03-27,36.086917877197266,36.12509222368117,35.542894300628994,35.55243697703665,36350200,BAC
2024-03-28,36.191898345947266,36.268254313163325,35.71468447340565,36.00101570961294,42262500,BAC
2024-04-01,35.81013107299805,36.60230424446552,35.733775102283886,36.21098899668815,33908000,BAC
2024-04-02,35.600154876708984,35.86739712646666,35.46653557225664,35.495167240109865,34806800,BAC
2024-04-03,35.7337760925293,36.2873459729881,35.571525111545064,35.69560174696741,33338500,BAC
